algoritmo,alcance,set_features,sin_seleccion,n_features,balanceo,config_ganadora,f1_macro_cv,accuracy_D2,precision_macro,recall_macro,f1_macro,f1_weighted,n_test,tiempo_s,alcance_tiempo_s,tiempo_entrenamiento_s,tiempo_inferencia_s,n_inferencia,latencia_ms_por_flujo,flujos_por_segundo,precision_dos,recall_dos,f1_dos,soporte_dos,precision_probe,recall_probe,f1_probe,soporte_probe,precision_r2l,recall_r2l,f1_r2l,soporte_r2l,precision_u2r,recall_u2r,f1_u2r,soporte_u2r,semilla,commit,fecha
HistGradientBoosting,multiclase 4 categorías de ataque sobre los ataques de D2 de tipo conocido,122_sin_seleccion,True,122,SMOTE,"{'clf__learning_rate': 0.1, 'clf__max_iter': 100}",0.966271,0.921282,0.721027,0.823514,0.739835,0.92494,9083,112.78,'tiempo_s' = el bloque completo del algoritmo. Sus tres tramos en orden de ejecución: (1) el GridSearchCV con el balanceo ganador + el refit sobre todo D3 = 'tiempo_entrenamiento_s' (2) el predict sobre los flujos de D2 de tipo conocido = 'tiempo_inferencia_s' y (3) la cola de evaluar_multiclase + UNA figura —la matriz de confusión 4x4—. El (3) no lleva columna propia porque sale EXACTO restando de 'tiempo_s' las otras dos columnas de tiempo —salvo dos menudencias que caen en la misma ventana: leer busqueda.best_estimator_ y dos print—. NO incluye el mini-experimento de balanceo de 4.3.4 que corre antes y se publica en metricas_balanceo.csv · wall-clock de un pase único en máquina no dedicada: NO es reproducible ni comparable entre corridas y NO es una propiedad del algoritmo — vale como orden de magnitud y como comparación relativa DENTRO de esta misma corrida. La dispersión medida entre corridas y el umbral por debajo del cual una diferencia entre dos filas no significa nada están tabulados en Implementacion/PIPELINE.md sección 'Las columnas de tiempo: qué miden y hasta dónde valen' — anclados al commit de cada corrida y NO aquí a propósito: una cifra dentro del dato no se puede corregir sin re-correr · 'latencia_ms_por_flujo' y 'flujos_por_segundo' miden SOLO el predict/score sobre características ya calculadas y ya en memoria: NO incluyen captura de tráfico · ensamblado del flujo · extracción de las 41 características —donde vive el coste real de un despliegue— así que no son capacidad operativa del sistema,112.373,0.049,9083,0.005362,186487.0,0.999824,0.988678,0.99422,5741,0.634328,0.999096,0.775983,1106,0.991134,0.711687,0.828481,2199,0.258824,0.594595,0.360656,37,7,df30cb2,2026-08-12T23:52:32
DecisionTree,multiclase 4 categorías de ataque sobre los ataques de D2 de tipo conocido,54,False,54,class_weight,"{'max_depth': 10, 'min_samples_leaf': 1}",0.954373,0.914456,0.762132,0.767197,0.74636,0.921549,9083,2.13,'tiempo_s' = el bloque completo del algoritmo. Sus tres tramos en orden de ejecución: (1) el GridSearchCV con el balanceo ganador + el refit sobre todo D3 = 'tiempo_entrenamiento_s' (2) el predict sobre los flujos de D2 de tipo conocido = 'tiempo_inferencia_s' y (3) la cola de evaluar_multiclase + UNA figura —la matriz de confusión 4x4—. El (3) no lleva columna propia porque sale EXACTO restando de 'tiempo_s' las otras dos columnas de tiempo —salvo dos menudencias que caen en la misma ventana: leer busqueda.best_estimator_ y dos print—. NO incluye el mini-experimento de balanceo de 4.3.4 que corre antes y se publica en metricas_balanceo.csv · wall-clock de un pase único en máquina no dedicada: NO es reproducible ni comparable entre corridas y NO es una propiedad del algoritmo — vale como orden de magnitud y como comparación relativa DENTRO de esta misma corrida. La dispersión medida entre corridas y el umbral por debajo del cual una diferencia entre dos filas no significa nada están tabulados en Implementacion/PIPELINE.md sección 'Las columnas de tiempo: qué miden y hasta dónde valen' — anclados al commit de cada corrida y NO aquí a propósito: una cifra dentro del dato no se puede corregir sin re-correr · 'latencia_ms_por_flujo' y 'flujos_por_segundo' miden SOLO el predict/score sobre características ya calculadas y ya en memoria: NO incluyen captura de tráfico · ensamblado del flujo · extracción de las 41 características —donde vive el coste real de un despliegue— así que no son capacidad operativa del sistema,1.862,0.002,9083,0.000236,4228781.7,0.996451,0.929281,0.961694,5741,0.602291,0.998192,0.751276,1106,0.991453,0.84402,0.911815,2199,0.458333,0.297297,0.360656,37,8,df30cb2,2026-08-12T23:58:43
RandomForest,multiclase 4 categorías de ataque sobre los ataques de D2 de tipo conocido,54,False,54,SMOTE,"{'clf__max_depth': None, 'clf__n_estimators': 100}",0.961329,0.948365,0.794215,0.802216,0.789707,0.949585,9083,54.11,'tiempo_s' = el bloque completo del algoritmo. Sus tres tramos en orden de ejecución: (1) el GridSearchCV con el balanceo ganador + el refit sobre todo D3 = 'tiempo_entrenamiento_s' (2) el predict sobre los flujos de D2 de tipo conocido = 'tiempo_inferencia_s' y (3) la cola de evaluar_multiclase + UNA figura —la matriz de confusión 4x4—. El (3) no lleva columna propia porque sale EXACTO restando de 'tiempo_s' las otras dos columnas de tiempo —salvo dos menudencias que caen en la misma ventana: leer busqueda.best_estimator_ y dos print—. NO incluye el mini-experimento de balanceo de 4.3.4 que corre antes y se publica en metricas_balanceo.csv · wall-clock de un pase único en máquina no dedicada: NO es reproducible ni comparable entre corridas y NO es una propiedad del algoritmo — vale como orden de magnitud y como comparación relativa DENTRO de esta misma corrida. La dispersión medida entre corridas y el umbral por debajo del cual una diferencia entre dos filas no significa nada están tabulados en Implementacion/PIPELINE.md sección 'Las columnas de tiempo: qué miden y hasta dónde valen' — anclados al commit de cada corrida y NO aquí a propósito: una cifra dentro del dato no se puede corregir sin re-correr · 'latencia_ms_por_flujo' y 'flujos_por_segundo' miden SOLO el predict/score sobre características ya calculadas y ya en memoria: NO incluyen captura de tráfico · ensamblado del flujo · extracción de las 41 características —donde vive el coste real de un despliegue— así que no son capacidad operativa del sistema,53.785,0.033,9083,0.003617,276495.9,0.999825,0.99582,0.997818,5741,0.720521,1.0,0.837562,1106,0.987764,0.80764,0.888666,2199,0.46875,0.405405,0.434783,37,8,df30cb2,2026-08-12T23:58:43
KNN,multiclase 4 categorías de ataque sobre los ataques de D2 de tipo conocido,54,False,54,SMOTE,"{'clf__n_neighbors': 3, 'clf__weights': 'distance'}",0.930709,0.9651,0.763556,0.906235,0.784077,0.97016,9083,52.24,'tiempo_s' = el bloque completo del algoritmo. Sus tres tramos en orden de ejecución: (1) el GridSearchCV con el balanceo ganador + el refit sobre todo D3 = 'tiempo_entrenamiento_s' (2) el predict sobre los flujos de D2 de tipo conocido = 'tiempo_inferencia_s' y (3) la cola de evaluar_multiclase + UNA figura —la matriz de confusión 4x4—. El (3) no lleva columna propia porque sale EXACTO restando de 'tiempo_s' las otras dos columnas de tiempo —salvo dos menudencias que caen en la misma ventana: leer busqueda.best_estimator_ y dos print—. NO incluye el mini-experimento de balanceo de 4.3.4 que corre antes y se publica en metricas_balanceo.csv · wall-clock de un pase único en máquina no dedicada: NO es reproducible ni comparable entre corridas y NO es una propiedad del algoritmo — vale como orden de magnitud y como comparación relativa DENTRO de esta misma corrida. La dispersión medida entre corridas y el umbral por debajo del cual una diferencia entre dos filas no significa nada están tabulados en Implementacion/PIPELINE.md sección 'Las columnas de tiempo: qué miden y hasta dónde valen' — anclados al commit de cada corrida y NO aquí a propósito: una cifra dentro del dato no se puede corregir sin re-correr · 'latencia_ms_por_flujo' y 'flujos_por_segundo' miden SOLO el predict/score sobre características ya calculadas y ya en memoria: NO incluyen captura de tráfico · ensamblado del flujo · extracción de las 41 características —donde vive el coste real de un despliegue— así que no son capacidad operativa del sistema,50.226,1.663,9083,0.183056,5462.8,0.991492,0.9946,0.993043,5741,0.910965,0.999096,0.952997,1106,0.995342,0.874488,0.931009,2199,0.156425,0.756757,0.259259,37,8,df30cb2,2026-08-12T23:58:43
HistGradientBoosting,multiclase 4 categorías de ataque sobre los ataques de D2 de tipo conocido,54,False,54,SMOTE,"{'clf__learning_rate': 0.05, 'clf__max_iter': 100}",0.955068,0.950787,0.770337,0.805657,0.780788,0.952245,9083,68.08,'tiempo_s' = el bloque completo del algoritmo. Sus tres tramos en orden de ejecución: (1) el GridSearchCV con el balanceo ganador + el refit sobre todo D3 = 'tiempo_entrenamiento_s' (2) el predict sobre los flujos de D2 de tipo conocido = 'tiempo_inferencia_s' y (3) la cola de evaluar_multiclase + UNA figura —la matriz de confusión 4x4—. El (3) no lleva columna propia porque sale EXACTO restando de 'tiempo_s' las otras dos columnas de tiempo —salvo dos menudencias que caen en la misma ventana: leer busqueda.best_estimator_ y dos print—. NO incluye el mini-experimento de balanceo de 4.3.4 que corre antes y se publica en metricas_balanceo.csv · wall-clock de un pase único en máquina no dedicada: NO es reproducible ni comparable entre corridas y NO es una propiedad del algoritmo — vale como orden de magnitud y como comparación relativa DENTRO de esta misma corrida. La dispersión medida entre corridas y el umbral por debajo del cual una diferencia entre dos filas no significa nada están tabulados en Implementacion/PIPELINE.md sección 'Las columnas de tiempo: qué miden y hasta dónde valen' — anclados al commit de cada corrida y NO aquí a propósito: una cifra dentro del dato no se puede corregir sin re-correr · 'latencia_ms_por_flujo' y 'flujos_por_segundo' miden SOLO el predict/score sobre características ya calculadas y ya en memoria: NO incluyen captura de tráfico · ensamblado del flujo · extracción de las 41 características —donde vive el coste real de un despliegue— así que no son capacidad operativa del sistema,67.683,0.059,9083,0.006539,152921.5,0.999474,0.993207,0.996331,5741,0.736176,0.999096,0.847718,1106,0.988556,0.82492,0.899355,2199,0.357143,0.405405,0.379747,37,8,df30cb2,2026-08-12T23:58:43
DecisionTree,multiclase 4 categorías de ataque sobre los ataques de D2 de tipo conocido,122_sin_seleccion,True,122,class_weight,"{'max_depth': 20, 'min_samples_leaf': 1}",0.959185,0.903226,0.750081,0.760569,0.739105,0.911598,9083,2.75,'tiempo_s' = el bloque completo del algoritmo. Sus tres tramos en orden de ejecución: (1) el GridSearchCV con el balanceo ganador + el refit sobre todo D3 = 'tiempo_entrenamiento_s' (2) el predict sobre los flujos de D2 de tipo conocido = 'tiempo_inferencia_s' y (3) la cola de evaluar_multiclase + UNA figura —la matriz de confusión 4x4—. El (3) no lleva columna propia porque sale EXACTO restando de 'tiempo_s' las otras dos columnas de tiempo —salvo dos menudencias que caen en la misma ventana: leer busqueda.best_estimator_ y dos print—. NO incluye el mini-experimento de balanceo de 4.3.4 que corre antes y se publica en metricas_balanceo.csv · wall-clock de un pase único en máquina no dedicada: NO es reproducible ni comparable entre corridas y NO es una propiedad del algoritmo — vale como orden de magnitud y como comparación relativa DENTRO de esta misma corrida. La dispersión medida entre corridas y el umbral por debajo del cual una diferencia entre dos filas no significa nada están tabulados en Implementacion/PIPELINE.md sección 'Las columnas de tiempo: qué miden y hasta dónde valen' — anclados al commit de cada corrida y NO aquí a propósito: una cifra dentro del dato no se puede corregir sin re-correr · 'latencia_ms_por_flujo' y 'flujos_por_segundo' miden SOLO el predict/score sobre características ya calculadas y ya en memoria: NO incluyen captura de tráfico · ensamblado del flujo · extracción de las 41 características —donde vive el coste real de un despliegue— así que no son capacidad operativa del sistema,2.474,0.003,9083,0.000348,2872912.4,0.995477,0.920049,0.956278,5741,0.575163,0.954792,0.717879,1106,0.968146,0.843111,0.901313,2199,0.461538,0.324324,0.380952,37,8,df30cb2,2026-08-13T00:07:29
RandomForest,multiclase 4 categorías de ataque sobre los ataques de D2 de tipo conocido,122_sin_seleccion,True,122,SMOTE,"{'clf__max_depth': 10, 'clf__n_estimators': 300}",0.977792,0.974678,0.775373,0.872262,0.803725,0.97701,9083,61.32,'tiempo_s' = el bloque completo del algoritmo. Sus tres tramos en orden de ejecución: (1) el GridSearchCV con el balanceo ganador + el refit sobre todo D3 = 'tiempo_entrenamiento_s' (2) el predict sobre los flujos de D2 de tipo conocido = 'tiempo_inferencia_s' y (3) la cola de evaluar_multiclase + UNA figura —la matriz de confusión 4x4—. El (3) no lleva columna propia porque sale EXACTO restando de 'tiempo_s' las otras dos columnas de tiempo —salvo dos menudencias que caen en la misma ventana: leer busqueda.best_estimator_ y dos print—. NO incluye el mini-experimento de balanceo de 4.3.4 que corre antes y se publica en metricas_balanceo.csv · wall-clock de un pase único en máquina no dedicada: NO es reproducible ni comparable entre corridas y NO es una propiedad del algoritmo — vale como orden de magnitud y como comparación relativa DENTRO de esta misma corrida. La dispersión medida entre corridas y el umbral por debajo del cual una diferencia entre dos filas no significa nada están tabulados en Implementacion/PIPELINE.md sección 'Las columnas de tiempo: qué miden y hasta dónde valen' — anclados al commit de cada corrida y NO aquí a propósito: una cifra dentro del dato no se puede corregir sin re-correr · 'latencia_ms_por_flujo' y 'flujos_por_segundo' miden SOLO el predict/score sobre características ya calculadas y ya en memoria: NO incluyen captura de tráfico · ensamblado del flujo · extracción de las 41 características —donde vive el coste real de un despliegue— así que no son capacidad operativa del sistema,60.923,0.079,9083,0.008677,115243.8,0.999824,0.98833,0.994043,5741,0.888353,1.0,0.940876,1106,0.992263,0.933151,0.9618,2199,0.221053,0.567568,0.318182,37,8,df30cb2,2026-08-13T00:07:29
KNN,multiclase 4 categorías de ataque sobre los ataques de D2 de tipo conocido,122_sin_seleccion,True,122,SMOTE,"{'clf__n_neighbors': 3, 'clf__weights': 'distance'}",0.940526,0.958054,0.753444,0.900292,0.765241,0.966355,9083,80.56,'tiempo_s' = el bloque completo del algoritmo. Sus tres tramos en orden de ejecución: (1) el GridSearchCV con el balanceo ganador + el refit sobre todo D3 = 'tiempo_entrenamiento_s' (2) el predict sobre los flujos de D2 de tipo conocido = 'tiempo_inferencia_s' y (3) la cola de evaluar_multiclase + UNA figura —la matriz de confusión 4x4—. El (3) no lleva columna propia porque sale EXACTO restando de 'tiempo_s' las otras dos columnas de tiempo —salvo dos menudencias que caen en la misma ventana: leer busqueda.best_estimator_ y dos print—. NO incluye el mini-experimento de balanceo de 4.3.4 que corre antes y se publica en metricas_balanceo.csv · wall-clock de un pase único en máquina no dedicada: NO es reproducible ni comparable entre corridas y NO es una propiedad del algoritmo — vale como orden de magnitud y como comparación relativa DENTRO de esta misma corrida. La dispersión medida entre corridas y el umbral por debajo del cual una diferencia entre dos filas no significa nada están tabulados en Implementacion/PIPELINE.md sección 'Las columnas de tiempo: qué miden y hasta dónde valen' — anclados al commit de cada corrida y NO aquí a propósito: una cifra dentro del dato no se puede corregir sin re-correr · 'latencia_ms_por_flujo' y 'flujos_por_segundo' miden SOLO el predict/score sobre características ya calculadas y ya en memoria: NO incluyen captura de tráfico · ensamblado del flujo · extracción de las 41 características —donde vive el coste real de un despliegue— así que no son capacidad operativa del sistema,77.586,2.619,9083,0.288305,3468.6,0.991809,0.991291,0.99155,5741,0.914735,0.999096,0.955056,1106,0.995231,0.854025,0.919236,2199,0.112,0.756757,0.195122,37,8,df30cb2,2026-08-13T00:07:29
HistGradientBoosting,multiclase 4 categorías de ataque sobre los ataques de D2 de tipo conocido,122_sin_seleccion,True,122,SMOTE,"{'clf__learning_rate': 0.1, 'clf__max_iter': 100}",0.961548,0.945062,0.742825,0.854012,0.771105,0.948052,9083,132.48,'tiempo_s' = el bloque completo del algoritmo. Sus tres tramos en orden de ejecución: (1) el GridSearchCV con el balanceo ganador + el refit sobre todo D3 = 'tiempo_entrenamiento_s' (2) el predict sobre los flujos de D2 de tipo conocido = 'tiempo_inferencia_s' y (3) la cola de evaluar_multiclase + UNA figura —la matriz de confusión 4x4—. El (3) no lleva columna propia porque sale EXACTO restando de 'tiempo_s' las otras dos columnas de tiempo —salvo dos menudencias que caen en la misma ventana: leer busqueda.best_estimator_ y dos print—. NO incluye el mini-experimento de balanceo de 4.3.4 que corre antes y se publica en metricas_balanceo.csv · wall-clock de un pase único en máquina no dedicada: NO es reproducible ni comparable entre corridas y NO es una propiedad del algoritmo — vale como orden de magnitud y como comparación relativa DENTRO de esta misma corrida. La dispersión medida entre corridas y el umbral por debajo del cual una diferencia entre dos filas no significa nada están tabulados en Implementacion/PIPELINE.md sección 'Las columnas de tiempo: qué miden y hasta dónde valen' — anclados al commit de cada corrida y NO aquí a propósito: una cifra dentro del dato no se puede corregir sin re-correr · 'latencia_ms_por_flujo' y 'flujos_por_segundo' miden SOLO el predict/score sobre características ya calculadas y ya en memoria: NO incluyen captura de tráfico · ensamblado del flujo · extracción de las 41 características —donde vive el coste real de un despliegue— así que no son capacidad operativa del sistema,132.066,0.061,9083,0.006663,150080.1,0.999824,0.99042,0.9951,5741,0.726018,0.999096,0.840944,1106,0.992709,0.804911,0.889001,2199,0.252747,0.621622,0.359375,37,8,df30cb2,2026-08-13T00:07:29
DecisionTree,multiclase 4 categorías de ataque sobre los ataques de D2 de tipo conocido,54,False,54,SMOTE,"{'clf__max_depth': 10, 'clf__min_samples_leaf': 5}",0.94916,0.869426,0.761607,0.726809,0.705294,0.881213,9083,17.36,'tiempo_s' = el bloque completo del algoritmo. Sus tres tramos en orden de ejecución: (1) el GridSearchCV con el balanceo ganador + el refit sobre todo D3 = 'tiempo_entrenamiento_s' (2) el predict sobre los flujos de D2 de tipo conocido = 'tiempo_inferencia_s' y (3) la cola de evaluar_multiclase + UNA figura —la matriz de confusión 4x4—. El (3) no lleva columna propia porque sale EXACTO restando de 'tiempo_s' las otras dos columnas de tiempo —salvo dos menudencias que caen en la misma ventana: leer busqueda.best_estimator_ y dos print—. NO incluye el mini-experimento de balanceo de 4.3.4 que corre antes y se publica en metricas_balanceo.csv · wall-clock de un pase único en máquina no dedicada: NO es reproducible ni comparable entre corridas y NO es una propiedad del algoritmo — vale como orden de magnitud y como comparación relativa DENTRO de esta misma corrida. La dispersión medida entre corridas y el umbral por debajo del cual una diferencia entre dos filas no significa nada están tabulados en Implementacion/PIPELINE.md sección 'Las columnas de tiempo: qué miden y hasta dónde valen' — anclados al commit de cada corrida y NO aquí a propósito: una cifra dentro del dato no se puede corregir sin re-correr · 'latencia_ms_por_flujo' y 'flujos_por_segundo' miden SOLO el predict/score sobre características ya calculadas y ya en memoria: NO incluyen captura de tráfico · ensamblado del flujo · extracción de las 41 características —donde vive el coste real de un despliegue— así que no son capacidad operativa del sistema,17.087,0.002,9083,0.00024,4170339.7,0.998878,0.930326,0.963384,5741,0.489135,0.997288,0.656352,1106,0.986986,0.655298,0.787647,2199,0.571429,0.324324,0.413793,37,9,df30cb2,2026-08-13T00:13:23
RandomForest,multiclase 4 categorías de ataque sobre los ataques de D2 de tipo conocido,54,False,54,class_weight,"{'max_depth': None, 'n_estimators': 100}",0.977678,0.93086,0.809199,0.783859,0.777857,0.932555,9083,10.27,'tiempo_s' = el bloque completo del algoritmo. Sus tres tramos en orden de ejecución: (1) el GridSearchCV con el balanceo ganador + el refit sobre todo D3 = 'tiempo_entrenamiento_s' (2) el predict sobre los flujos de D2 de tipo conocido = 'tiempo_inferencia_s' y (3) la cola de evaluar_multiclase + UNA figura —la matriz de confusión 4x4—. El (3) no lleva columna propia porque sale EXACTO restando de 'tiempo_s' las otras dos columnas de tiempo —salvo dos menudencias que caen en la misma ventana: leer busqueda.best_estimator_ y dos print—. NO incluye el mini-experimento de balanceo de 4.3.4 que corre antes y se publica en metricas_balanceo.csv · wall-clock de un pase único en máquina no dedicada: NO es reproducible ni comparable entre corridas y NO es una propiedad del algoritmo — vale como orden de magnitud y como comparación relativa DENTRO de esta misma corrida. La dispersión medida entre corridas y el umbral por debajo del cual una diferencia entre dos filas no significa nada están tabulados en Implementacion/PIPELINE.md sección 'Las columnas de tiempo: qué miden y hasta dónde valen' — anclados al commit de cada corrida y NO aquí a propósito: una cifra dentro del dato no se puede corregir sin re-correr · 'latencia_ms_por_flujo' y 'flujos_por_segundo' miden SOLO el predict/score sobre características ya calculadas y ya en memoria: NO incluyen captura de tráfico · ensamblado del flujo · extracción de las 41 características —donde vive el coste real de un despliegue— así que no son capacidad operativa del sistema,9.698,0.075,9083,0.008305,120412.9,0.999825,0.996516,0.998168,5741,0.649824,1.0,0.787749,1106,0.987148,0.733515,0.841638,2199,0.6,0.405405,0.483871,37,9,df30cb2,2026-08-13T00:13:23
KNN,multiclase 4 categorías de ataque sobre los ataques de D2 de tipo conocido,54,False,54,SMOTE,"{'clf__n_neighbors': 3, 'clf__weights': 'distance'}",0.939387,0.948916,0.738809,0.889734,0.760299,0.9537,9083,51.48,'tiempo_s' = el bloque completo del algoritmo. Sus tres tramos en orden de ejecución: (1) el GridSearchCV con el balanceo ganador + el refit sobre todo D3 = 'tiempo_entrenamiento_s' (2) el predict sobre los flujos de D2 de tipo conocido = 'tiempo_inferencia_s' y (3) la cola de evaluar_multiclase + UNA figura —la matriz de confusión 4x4—. El (3) no lleva columna propia porque sale EXACTO restando de 'tiempo_s' las otras dos columnas de tiempo —salvo dos menudencias que caen en la misma ventana: leer busqueda.best_estimator_ y dos print—. NO incluye el mini-experimento de balanceo de 4.3.4 que corre antes y se publica en metricas_balanceo.csv · wall-clock de un pase único en máquina no dedicada: NO es reproducible ni comparable entre corridas y NO es una propiedad del algoritmo — vale como orden de magnitud y como comparación relativa DENTRO de esta misma corrida. La dispersión medida entre corridas y el umbral por debajo del cual una diferencia entre dos filas no significa nada están tabulados en Implementacion/PIPELINE.md sección 'Las columnas de tiempo: qué miden y hasta dónde valen' — anclados al commit de cada corrida y NO aquí a propósito: una cifra dentro del dato no se puede corregir sin re-correr · 'latencia_ms_por_flujo' y 'flujos_por_segundo' miden SOLO el predict/score sobre características ya calculadas y ya en memoria: NO incluyen captura de tráfico · ensamblado del flujo · extracción de las 41 características —donde vive el coste real de un despliegue— así que no son capacidad operativa del sistema,49.433,1.702,9083,0.187354,5337.5,0.991659,0.994078,0.992867,5741,0.811307,0.999096,0.895462,1106,0.994966,0.809004,0.8924,2199,0.157303,0.756757,0.260465,37,9,df30cb2,2026-08-13T00:13:23
HistGradientBoosting,multiclase 4 categorías de ataque sobre los ataques de D2 de tipo conocido,54,False,54,SMOTE,"{'clf__learning_rate': 0.1, 'clf__max_iter': 100}",0.974945,0.917979,0.758658,0.819753,0.767953,0.920964,9083,69.57,'tiempo_s' = el bloque completo del algoritmo. Sus tres tramos en orden de ejecución: (1) el GridSearchCV con el balanceo ganador + el refit sobre todo D3 = 'tiempo_entrenamiento_s' (2) el predict sobre los flujos de D2 de tipo conocido = 'tiempo_inferencia_s' y (3) la cola de evaluar_multiclase + UNA figura —la matriz de confusión 4x4—. El (3) no lleva columna propia porque sale EXACTO restando de 'tiempo_s' las otras dos columnas de tiempo —salvo dos menudencias que caen en la misma ventana: leer busqueda.best_estimator_ y dos print—. NO incluye el mini-experimento de balanceo de 4.3.4 que corre antes y se publica en metricas_balanceo.csv · wall-clock de un pase único en máquina no dedicada: NO es reproducible ni comparable entre corridas y NO es una propiedad del algoritmo — vale como orden de magnitud y como comparación relativa DENTRO de esta misma corrida. La dispersión medida entre corridas y el umbral por debajo del cual una diferencia entre dos filas no significa nada están tabulados en Implementacion/PIPELINE.md sección 'Las columnas de tiempo: qué miden y hasta dónde valen' — anclados al commit de cada corrida y NO aquí a propósito: una cifra dentro del dato no se puede corregir sin re-correr · 'latencia_ms_por_flujo' y 'flujos_por_segundo' miden SOLO el predict/score sobre características ya calculadas y ya en memoria: NO incluyen captura de tráfico · ensamblado del flujo · extracción de las 41 características —donde vive el coste real de un despliegue— así que no son capacidad operativa del sistema,69.163,0.043,9083,0.004764,209909.2,0.999121,0.989549,0.994312,5741,0.613208,0.999096,0.759972,1106,0.990933,0.695771,0.817526,2199,0.431373,0.594595,0.5,37,9,df30cb2,2026-08-13T00:13:23
DecisionTree,multiclase 4 categorías de ataque sobre los ataques de D2 de tipo conocido,122_sin_seleccion,True,122,class_weight,"{'max_depth': 10, 'min_samples_leaf': 1}",0.954237,0.90796,0.758206,0.770541,0.746177,0.916222,9083,2.73,'tiempo_s' = el bloque completo del algoritmo. Sus tres tramos en orden de ejecución: (1) el GridSearchCV con el balanceo ganador + el refit sobre todo D3 = 'tiempo_entrenamiento_s' (2) el predict sobre los flujos de D2 de tipo conocido = 'tiempo_inferencia_s' y (3) la cola de evaluar_multiclase + UNA figura —la matriz de confusión 4x4—. El (3) no lleva columna propia porque sale EXACTO restando de 'tiempo_s' las otras dos columnas de tiempo —salvo dos menudencias que caen en la misma ventana: leer busqueda.best_estimator_ y dos print—. NO incluye el mini-experimento de balanceo de 4.3.4 que corre antes y se publica en metricas_balanceo.csv · wall-clock de un pase único en máquina no dedicada: NO es reproducible ni comparable entre corridas y NO es una propiedad del algoritmo — vale como orden de magnitud y como comparación relativa DENTRO de esta misma corrida. La dispersión medida entre corridas y el umbral por debajo del cual una diferencia entre dos filas no significa nada están tabulados en Implementacion/PIPELINE.md sección 'Las columnas de tiempo: qué miden y hasta dónde valen' — anclados al commit de cada corrida y NO aquí a propósito: una cifra dentro del dato no se puede corregir sin re-correr · 'latencia_ms_por_flujo' y 'flujos_por_segundo' miden SOLO el predict/score sobre características ya calculadas y ya en memoria: NO incluyen captura de tráfico · ensamblado del flujo · extracción de las 41 características —donde vive el coste real de un despliegue— así que no son capacidad operativa del sistema,2.434,0.003,9083,0.00033,3032215.0,0.995663,0.9197,0.956175,5741,0.584174,0.994575,0.736032,1106,0.991448,0.843565,0.911548,2199,0.461538,0.324324,0.380952,37,9,df30cb2,2026-08-13T00:21:36
RandomForest,multiclase 4 categorías de ataque sobre los ataques de D2 de tipo conocido,122_sin_seleccion,True,122,class_weight,"{'max_depth': None, 'n_estimators': 300}",0.974751,0.860509,0.780622,0.748005,0.715524,0.8612,9083,12.44,'tiempo_s' = el bloque completo del algoritmo. Sus tres tramos en orden de ejecución: (1) el GridSearchCV con el balanceo ganador + el refit sobre todo D3 = 'tiempo_entrenamiento_s' (2) el predict sobre los flujos de D2 de tipo conocido = 'tiempo_inferencia_s' y (3) la cola de evaluar_multiclase + UNA figura —la matriz de confusión 4x4—. El (3) no lleva columna propia porque sale EXACTO restando de 'tiempo_s' las otras dos columnas de tiempo —salvo dos menudencias que caen en la misma ventana: leer busqueda.best_estimator_ y dos print—. NO incluye el mini-experimento de balanceo de 4.3.4 que corre antes y se publica en metricas_balanceo.csv · wall-clock de un pase único en máquina no dedicada: NO es reproducible ni comparable entre corridas y NO es una propiedad del algoritmo — vale como orden de magnitud y como comparación relativa DENTRO de esta misma corrida. La dispersión medida entre corridas y el umbral por debajo del cual una diferencia entre dos filas no significa nada están tabulados en Implementacion/PIPELINE.md sección 'Las columnas de tiempo: qué miden y hasta dónde valen' — anclados al commit de cada corrida y NO aquí a propósito: una cifra dentro del dato no se puede corregir sin re-correr · 'latencia_ms_por_flujo' y 'flujos_por_segundo' miden SOLO el predict/score sobre características ya calculadas y ya en memoria: NO incluyen captura de tráfico · ensamblado del flujo · extracción de las 41 características —donde vive el coste real de un despliegue— así que no son capacidad operativa del sistema,12.077,0.076,9083,0.0084,119049.3,0.999824,0.987633,0.993691,5741,0.471441,1.0,0.640788,1106,0.984556,0.463847,0.630603,2199,0.666667,0.540541,0.597015,37,9,df30cb2,2026-08-13T00:21:36
